Date,Hour,AMPM,Temp_C
7/21/2018,3:00:00,AM,20.388
7/21/2018,4:00:00,AM,19.722
7/21/2018,5:00:00,AM,17.867
7/21/2018,6:00:00,AM,17.058
7/21/2018,7:00:00,AM,17.106
7/21/2018,8:00:00,AM,17.13
7/21/2018,9:00:00,AM,17.32
7/21/2018,10:00:00,AM,19.389
7/21/2018,11:00:00,AM,20.055
7/21/2018,12:00:00,PM,21.27
7/21/2018,1:00:00,PM,22.345
7/21/2018,2:00:00,PM,21.987
7/21/2018,3:00:00,PM,19.698
7/21/2018,4:00:00,PM,18.39
7/21/2018,5:00:00,PM,17.843
7/21/2018,6:00:00,PM,17.605
7/21/2018,7:00:00,PM,16.892
7/21/2018,8:00:00,PM,16.511
7/21/2018,9:00:00,PM,17.13
7/21/2018,10:00:00,PM,17.867
7/21/2018,11:00:00,PM,18.818
7/22/2018,12:00:00,AM,20.174
7/22/2018,1:00:00,AM,21.652
7/22/2018,2:00:00,AM,22.011
7/22/2018,3:00:00,AM,20.984
7/22/2018,4:00:00,AM,17.225
7/22/2018,5:00:00,AM,19.674
7/22/2018,6:00:00,AM,18.866
7/22/2018,7:00:00,AM,17.891
7/22/2018,8:00:00,AM,17.819
7/22/2018,9:00:00,AM,17.415
7/22/2018,10:00:00,AM,17.391
7/22/2018,11:00:00,AM,19.103
7/22/2018,12:00:00,PM,20.507
7/22/2018,1:00:00,PM,21.294
7/22/2018,2:00:00,PM,21.987
7/22/2018,3:00:00,PM,21.103
7/22/2018,4:00:00,PM,19.817
7/22/2018,5:00:00,PM,18.414
7/22/2018,6:00:00,PM,17.796
7/22/2018,7:00:00,PM,17.962
7/22/2018,8:00:00,PM,17.32
7/22/2018,9:00:00,PM,17.106
7/22/2018,10:00:00,PM,17.724
7/22/2018,11:00:00,PM,18.152
7/23/2018,12:00:00,AM,18.913
7/23/2018,1:00:00,AM,20.603
7/23/2018,2:00:00,AM,22.226
7/23/2018,3:00:00,AM,20.936
7/23/2018,4:00:00,AM,17.177
7/23/2018,5:00:00,AM,15.127
7/23/2018,6:00:00,AM,16.129
7/23/2018,7:00:00,AM,19.08
7/23/2018,8:00:00,AM,18.271
7/23/2018,9:00:00,AM,18.129
7/23/2018,10:00:00,AM,17.177
7/23/2018,11:00:00,AM,17.51
7/23/2018,12:00:00,PM,18.747
7/23/2018,1:00:00,PM,19.555
7/23/2018,2:00:00,PM,20.174
7/23/2018,3:00:00,PM,20.507
7/23/2018,4:00:00,PM,20.126
7/23/2018,5:00:00,PM,18.961
7/23/2018,6:00:00,PM,17.867
7/23/2018,7:00:00,PM,17.415
7/23/2018,8:00:00,PM,17.249
7/23/2018,9:00:00,PM,16.915
7/23/2018,10:00:00,PM,16.939
7/23/2018,11:00:00,PM,17.391
7/24/2018,12:00:00,AM,17.891
7/24/2018,1:00:00,AM,19.056
7/24/2018,2:00:00,AM,20.079
7/24/2018,3:00:00,AM,19.484
7/24/2018,4:00:00,AM,18.652
7/24/2018,5:00:00,AM,15.079
7/24/2018,6:00:00,AM,14.433
7/24/2018,7:00:00,AM,15.079
7/24/2018,8:00:00,AM,18.2
7/24/2018,9:00:00,AM,17.962
7/24/2018,10:00:00,AM,17.558
7/24/2018,11:00:00,AM,16.487
7/24/2018,12:00:00,PM,16.773
7/24/2018,1:00:00,PM,18.366
7/24/2018,2:00:00,PM,19.127
7/24/2018,3:00:00,PM,19.365
7/24/2018,4:00:00,PM,19.103
7/24/2018,5:00:00,PM,18.771
7/24/2018,6:00:00,PM,18.081
7/24/2018,7:00:00,PM,17.153
7/24/2018,8:00:00,PM,16.749
7/24/2018,9:00:00,PM,16.677
7/24/2018,10:00:00,PM,16.558
7/24/2018,11:00:00,PM,16.606
7/25/2018,12:00:00,AM,16.963
7/25/2018,1:00:00,AM,17.391
7/25/2018,2:00:00,AM,18.533
7/25/2018,3:00:00,AM,18.461
7/25/2018,4:00:00,AM,17.891
7/25/2018,5:00:00,AM,15.581
7/25/2018,6:00:00,AM,13.522
7/25/2018,7:00:00,AM,13.281
7/25/2018,8:00:00,AM,14.026
7/25/2018,9:00:00,AM,17.653
7/25/2018,10:00:00,AM,17.51
7/25/2018,11:00:00,AM,16.177
7/25/2018,12:00:00,PM,15.676
7/25/2018,1:00:00,PM,16.368
7/25/2018,2:00:00,PM,17.558
7/25/2018,3:00:00,PM,17.915
7/25/2018,4:00:00,PM,18.509
7/25/2018,5:00:00,PM,18.794
7/25/2018,6:00:00,PM,18.152
7/25/2018,7:00:00,PM,17.034
7/25/2018,8:00:00,PM,16.225
7/25/2018,9:00:00,PM,15.891
7/25/2018,10:00:00,PM,15.772
7/25/2018,11:00:00,PM,15.629
7/26/2018,12:00:00,AM,15.772
7/26/2018,1:00:00,AM,16.034
7/26/2018,2:00:00,AM,16.963
7/26/2018,3:00:00,AM,16.487
7/26/2018,4:00:00,AM,16.463
7/26/2018,5:00:00,AM,15.939
7/26/2018,6:00:00,AM,12.847
7/26/2018,7:00:00,AM,12.292
7/26/2018,8:00:00,AM,12.292
7/26/2018,9:00:00,AM,14.122
7/26/2018,10:00:00,AM,17.058
7/26/2018,11:00:00,AM,16.654
7/26/2018,12:00:00,PM,15.39
7/26/2018,1:00:00,PM,14.984
7/26/2018,2:00:00,PM,15.963
7/26/2018,3:00:00,PM,16.511
7/26/2018,4:00:00,PM,17.415
7/26/2018,5:00:00,PM,17.344
7/26/2018,6:00:00,PM,17.629
7/26/2018,7:00:00,PM,16.677
7/26/2018,8:00:00,PM,15.796
7/26/2018,9:00:00,PM,14.936
7/26/2018,10:00:00,PM,14.433
7/26/2018,11:00:00,PM,13.906
7/27/2018,12:00:00,AM,13.954
7/27/2018,1:00:00,AM,14.625
7/27/2018,2:00:00,AM,15.223
7/27/2018,3:00:00,AM,16.63
7/27/2018,4:00:00,AM,15.724
7/27/2018,5:00:00,AM,15.533
7/27/2018,6:00:00,AM,13.714
7/27/2018,7:00:00,AM,11.977
7/27/2018,8:00:00,AM,11.37
7/27/2018,9:00:00,AM,12.219
7/27/2018,10:00:00,AM,16.558
7/27/2018,11:00:00,AM,16.225
7/27/2018,12:00:00,PM,14.026
7/27/2018,1:00:00,PM,13.401
7/27/2018,2:00:00,PM,13.522
7/27/2018,3:00:00,PM,14.673
7/27/2018,4:00:00,PM,15.557
7/27/2018,5:00:00,PM,16.987
7/27/2018,6:00:00,PM,16.749
7/27/2018,7:00:00,PM,16.439
7/27/2018,8:00:00,PM,15.247
7/27/2018,9:00:00,PM,14.266
7/27/2018,10:00:00,PM,13.594
7/27/2018,11:00:00,PM,13.281
7/28/2018,12:00:00,AM,13.185
7/28/2018,1:00:00,AM,13.401
7/28/2018,2:00:00,AM,13.834
7/28/2018,3:00:00,AM,15.151
7/28/2018,4:00:00,AM,16.296
7/28/2018,5:00:00,AM,15.867
7/28/2018,6:00:00,AM,15.318
7/28/2018,7:00:00,AM,12.703
7/28/2018,8:00:00,AM,12.195
7/28/2018,9:00:00,AM,14.122
7/28/2018,10:00:00,AM,13.377
7/28/2018,11:00:00,AM,15.963
7/28/2018,12:00:00,PM,15.414
7/28/2018,1:00:00,PM,12.509
7/28/2018,2:00:00,PM,12.389
7/28/2018,3:00:00,PM,13.112
7/28/2018,4:00:00,PM,16.654
7/28/2018,5:00:00,PM,16.963
7/28/2018,6:00:00,PM,17.201
7/28/2018,7:00:00,PM,16.725
7/28/2018,8:00:00,PM,16.082
7/28/2018,9:00:00,PM,14.314
7/28/2018,10:00:00,PM,13.425
7/28/2018,11:00:00,PM,12.775
7/29/2018,12:00:00,AM,12.364
7/29/2018,1:00:00,AM,12.268
7/29/2018,2:00:00,AM,12.968
7/29/2018,3:00:00,AM,13.954
7/29/2018,4:00:00,AM,15.796
7/29/2018,5:00:00,AM,16.749
7/29/2018,6:00:00,AM,15.986
7/29/2018,7:00:00,AM,14.96
7/29/2018,8:00:00,AM,11.759
7/29/2018,9:00:00,AM,12.025
7/29/2018,10:00:00,AM,13.473
7/29/2018,11:00:00,AM,16.153
7/29/2018,12:00:00,PM,15.581
7/29/2018,1:00:00,PM,13.257
7/29/2018,2:00:00,PM,12.534
7/29/2018,3:00:00,PM,12.558
7/29/2018,4:00:00,PM,14.673
7/29/2018,5:00:00,PM,16.868
7/29/2018,6:00:00,PM,16.892
7/29/2018,7:00:00,PM,17.368
7/29/2018,8:00:00,PM,17.296
7/29/2018,9:00:00,PM,15.772
7/29/2018,10:00:00,PM,13.93
7/29/2018,11:00:00,PM,13.281
7/30/2018,12:00:00,AM,12.799
7/30/2018,1:00:00,AM,12.437
7/30/2018,2:00:00,AM,12.751
7/30/2018,3:00:00,AM,13.497
7/30/2018,4:00:00,AM,14.936
7/30/2018,5:00:00,AM,16.392
7/30/2018,6:00:00,AM,15.294
7/30/2018,7:00:00,AM,15.318
7/30/2018,8:00:00,AM,13.04
7/30/2018,9:00:00,AM,12.292
7/30/2018,10:00:00,AM,13.329
7/30/2018,11:00:00,AM,16.106
7/30/2018,12:00:00,PM,15.557
7/30/2018,1:00:00,PM,14.816
7/30/2018,2:00:00,PM,12.823
7/30/2018,3:00:00,PM,12.582
7/30/2018,4:00:00,PM,13.233
7/30/2018,5:00:00,PM,15.247
7/30/2018,6:00:00,PM,16.034
7/30/2018,7:00:00,PM,16.963
7/30/2018,8:00:00,PM,16.439
7/30/2018,9:00:00,PM,16.558
7/30/2018,10:00:00,PM,15.008
7/30/2018,11:00:00,PM,13.81
7/31/2018,12:00:00,AM,13.305
7/31/2018,1:00:00,AM,12.992
7/31/2018,2:00:00,AM,12.751
7/31/2018,3:00:00,AM,13.257
7/31/2018,4:00:00,AM,13.738
7/31/2018,5:00:00,AM,15.557
7/31/2018,6:00:00,AM,16.368
7/31/2018,7:00:00,AM,15.366
7/31/2018,8:00:00,AM,14.96
7/31/2018,9:00:00,AM,12.268
7/31/2018,10:00:00,AM,12.92
7/31/2018,11:00:00,AM,15.294
7/31/2018,12:00:00,PM,15.7
7/31/2018,1:00:00,PM,15.079
7/31/2018,2:00:00,PM,12.944
7/31/2018,3:00:00,PM,12.534
7/31/2018,4:00:00,PM,12.703
7/31/2018,5:00:00,PM,14.122
7/31/2018,6:00:00,PM,16.201
7/31/2018,7:00:00,PM,16.32
7/31/2018,8:00:00,PM,16.558
7/31/2018,9:00:00,PM,16.534
7/31/2018,10:00:00,PM,16.606
7/31/2018,11:00:00,PM,14.601
